condition,seed,episode,step,action,template,action_signature,total_reward,external_reward,intrinsic_reward,semantic_gain,prophecy_error,error,flag_found,done,imagination_score,imagination_candidate_count
A3_D2_B5,0,0,1,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(1, 0)",0.5278571428571428,0.0,0.5,5,0.09285714285714285,False,False,False,1.4698437500000001,12
A3_D2_B5,0,0,2,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(1, 2)",0.7278571428571429,0.0,0.7000000000000001,7,0.09285714285714285,False,False,False,1.4699473946692454,11
A3_D2_B5,0,0,3,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(1, 3)",0.12107142857142857,0.0,0.1,1,0.07023809523809521,False,False,False,1.4697848352660996,5
A3_D2_B5,0,0,4,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(0, 2)",0.4347619047619048,0.0,0.4,4,0.11587301587301585,False,False,False,3.0450427384536196,10
A3_D2_B5,0,0,5,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(0, 1)",0.2260714285714286,0.0,0.2,2,0.08690476190476194,False,False,False,6.356480236572475,9
A3_D2_B5,0,0,6,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(0, 0)",0.12785714285714286,0.0,0.1,1,0.09285714285714285,False,False,False,1.4700407051790632,7
A3_D2_B5,0,0,7,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(0, 3)",0.014285714285714277,0.0,0.0,0,0.04761904761904759,False,False,False,1.3886955468944668,5
A3_D2_B5,0,0,8,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(0, 3)",0.11857142857142858,0.0,0.1,1,0.061904761904761886,False,False,False,3.6090088702928034,7
A3_D2_B5,0,0,9,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 2)",0.014285714285714277,0.0,0.0,0,0.04761904761904759,False,False,False,1.36160925482753,4
A3_D2_B5,0,0,10,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(1, 3)",0.12333333333333334,0.0,0.1,1,0.07777777777777777,False,False,False,3.782373757626182,8
A3_D2_B5,0,0,11,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(2, 2)",0.6346428571428573,0.0,0.6000000000000001,6,0.1154761904761905,False,False,False,1.3075975215193165,5
A3_D2_B5,0,0,12,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 1)",0.009523809523809526,0.0,0.0,0,0.03174603174603176,False,False,False,2.0195867658947217,5
A3_D2_B5,0,0,13,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(2, 1)",0.31750000000000006,0.0,0.30000000000000004,3,0.05833333333333337,False,False,False,4.670503184820731,7
A3_D2_B5,0,0,14,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 0)",0.11410714285714287,0.0,0.1,1,0.047023809523809516,False,False,False,2.294415904274156,5
A3_D2_B5,0,0,15,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(2, 0)",0.11685714285714285,0.0,0.1,1,0.05619047619047617,False,False,False,5.544620317647075,7
