condition,seed,episode,step,action,template,action_signature,total_reward,external_reward,intrinsic_reward,semantic_gain,prophecy_error,error,flag_found,done,imagination_score,imagination_candidate_count
ORACLE_MDP,0,0,1,DOWN,MDP_PRIMITIVE_ACTION,MDP|DOWN,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,0,2,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,0,3,DOWN,MDP_PRIMITIVE_ACTION,MDP|DOWN,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,0,4,DOWN,MDP_PRIMITIVE_ACTION,MDP|DOWN,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,0,5,DOWN,MDP_PRIMITIVE_ACTION,MDP|DOWN,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,0,6,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,0,7,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,1.0,1.0,0.0,0,0.0,False,True,True,0.0,0
ORACLE_MDP,0,1,1,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,1,2,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,1,3,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,1,4,DOWN,MDP_PRIMITIVE_ACTION,MDP|DOWN,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,1,5,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,1,6,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,1,7,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,1,8,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,1.0,1.0,0.0,0,0.0,False,True,True,0.0,0
ORACLE_MDP,0,2,1,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,2,2,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,2,3,DOWN,MDP_PRIMITIVE_ACTION,MDP|DOWN,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,2,4,DOWN,MDP_PRIMITIVE_ACTION,MDP|DOWN,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,2,5,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,2,6,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,2,7,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,2,8,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,2,9,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,2,10,UP,MDP_PRIMITIVE_ACTION,MDP|UP,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,2,11,UP,MDP_PRIMITIVE_ACTION,MDP|UP,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,2,12,UP,MDP_PRIMITIVE_ACTION,MDP|UP,1.0,1.0,0.0,0,0.0,False,True,True,0.0,0
ORACLE_MDP,0,3,1,DOWN,MDP_PRIMITIVE_ACTION,MDP|DOWN,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,3,2,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,3,3,DOWN,MDP_PRIMITIVE_ACTION,MDP|DOWN,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,3,4,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,3,5,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,3,6,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,3,7,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,3,8,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,3,9,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,1.0,1.0,0.0,0,0.0,False,True,True,0.0,0
ORACLE_MDP,0,4,1,DOWN,MDP_PRIMITIVE_ACTION,MDP|DOWN,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,4,2,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,4,3,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,4,4,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,4,5,DOWN,MDP_PRIMITIVE_ACTION,MDP|DOWN,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,4,6,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,4,7,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,4,8,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,4,9,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,1.0,1.0,0.0,0,0.0,False,True,True,0.0,0
ORACLE_MDP,0,5,1,DOWN,MDP_PRIMITIVE_ACTION,MDP|DOWN,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,5,2,DOWN,MDP_PRIMITIVE_ACTION,MDP|DOWN,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,5,3,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,5,4,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,5,5,DOWN,MDP_PRIMITIVE_ACTION,MDP|DOWN,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,5,6,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,5,7,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,1.0,1.0,0.0,0,0.0,False,True,True,0.0,0
ORACLE_MDP,0,6,1,DOWN,MDP_PRIMITIVE_ACTION,MDP|DOWN,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,6,2,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,6,3,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,6,4,DOWN,MDP_PRIMITIVE_ACTION,MDP|DOWN,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,6,5,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,6,6,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,6,7,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,6,8,UP,MDP_PRIMITIVE_ACTION,MDP|UP,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,6,9,UP,MDP_PRIMITIVE_ACTION,MDP|UP,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,6,10,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
ORACLE_MDP,0,6,11,RIGHT,MDP_PRIMITIVE_ACTION,MDP|RIGHT,1.0,1.0,0.0,0,0.0,False,True,True,0.0,0
ORACLE_MDP,0,7,1,DOWN,MDP_PRIMITIVE_ACTION,MDP|DOWN,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0
